Movie_ID,Year,Rank,Title,Description,Duration,Genre,Rating,Metascore,Votes,Gross_Earning_in_Mil,Director,Actor
128,2009,28,The Young Victoria,"    A dramatization of the turbulent first years of Queen Victoria's rule, and her enduring romance with Prince Albert.",105,Biography,7.3,64,53478,11,Jean-Marc Vallée,Emily Blunt
129,2009,29,The Princess and the Frog,"    A waitress, desperate to fulfill her dreams as a restaurant owner, is set on a journey to turn a frog prince back into a human being, but she has to face the same problem after she kisses him.",97,Animation,7.1,73,107639,104.4,Ron Clements,Anika Noni Rose
130,2009,30,After.Life,"    After a car accident, a young woman caught between life and death meets a funeral director who claims to have the gift of transitioning the dead into the afterlife.",104,Drama,5.9,36,34403,0.11,Agnieszka Wojtowicz-Vosloo,Christina Ricci
131,2009,31,Moon,"    Astronaut Sam Bell has a quintessentially personal encounter toward the end of his three-year stint on the Moon, where he, working alongside his computer, GERTY, sends back to Earth parcels of a resource that has helped diminish our planet's power problems.",97,Drama,7.9,67,309337,5.01,Duncan Jones,Sam Rockwell
132,2009,32,Fast & Furious,"    Brian O'Conner, back working for the FBI in Los Angeles, teams up with Dominic Toretto to bring down a heroin importer by infiltrating his operation.",107,Action,6.6,46,239917,155,Justin Lin,Vin Diesel
133,2009,33,Public Enemies,"    The Feds try to take down notorious American gangsters John Dillinger, Baby Face Nelson and Pretty Boy Floyd during a booming crime wave in the 1930s.",140,Biography,7,70,259688,97.1,Michael Mann,Christian Bale
134,2009,34,Up in the Air,"    Ryan Bingham enjoys living out of a suitcase for his job, travelling around the country firing people, but finds that lifestyle threatened by the presence of a potential love interest, and a new hire.",109,Comedy,7.4,83,298982,83.82,Jason Reitman,George Clooney
135,2009,35,Cloudy with a Chance of Meatballs,"    A local scientist is often regarded as a failure until he invents a machine that can make food fall from the sky. But little does he know, that things are about to take a turn for the worst.",90,Animation,7,66,183850,124.8,Phil Lord,Anna Faris
136,2009,36,Terminator Salvation,"    In 2018, a mysterious new weapon in the war against the machines, half-human and half-machine, comes to John Connor on the eve of a resistance attack on Skynet. But whose side is he on, and can he be trusted?",115,Action,6.6,49,317808,125.3,McG,Christian Bale
137,2009,37,Fantastic Mr. Fox,    An urbane fox cannot resist returning to his farm raiding ways and then must help his community survive the farmers' retaliation.,87,Animation,7.9,83,174732,21,Wes Anderson,George Clooney
138,2009,38,The Girl with the Dragon Tattoo,    A journalist is aided by a young female hacker in his search for the killer of a woman who has been dead for forty years.,152,Crime,7.8,76,196541,10.1,Niels Arden Oplev,Michael Nyqvist
139,2009,39,Orphan,    A husband and wife who recently lost their baby adopt a 9 year-old girl who is not nearly as innocent as she claims to be.,123,Horror,7,42,173330,41.6,Jaume Collet-Serra,Vera Farmiga
140,2009,40,The Secret in Their Eyes,    A retired legal counselor writes a novel hoping to find closure for one of his past unresolved homicide cases and for his unreciprocated love with his superior - both of which still haunt him decades later.,129,Drama,8.2,80,170767,6.39,Juan José Campanella,Ricardo Darín
141,2009,41,The Ugly Truth,    An uptight television producer takes control of a morning show segment on modern relationships hosted by a misogynistic man.,96,Comedy,6.5,28,188290,88.92,Robert Luketic,Katherine Heigl
142,2009,42,Mr. Nobody,"    A boy stands on a station platform as a train is about to leave. Should he go with his mother or stay with his father? Infinite possibilities arise from this decision. As long as he doesn't choose, anything is possible.",141,Drama,7.8,63,194858,0,Jaco Van Dormael,Jared Leto
143,2009,43,The Proposal,    A pushy boss forces her young assistant to marry her in order to keep her visa status in the U.S. and avoid deportation to Canada.,108,Comedy,6.7,48,269575,163.9,Anne Fletcher,Sandra Bullock
144,2009,44,Trash Humpers,"    Follows the lives of a small group of sociopathic elderly people in Nashville, Tennessee.",78,Comedy,5.1,33,3766, ,Harmony Korine,Rachel Korine
145,2009,45,G.I. Joe: The Rise of Cobra,"    An elite military unit comprised of special operatives known as G.I. Joe, operating out of The Pit, takes on an evil organization led by a notorious arms dealer.",118,Action,5.8,32,190153,152.2,Stephen Sommers,Dennis Quaid
146,2009,46,Hachi: A Dog's Tale,    A college professor bonds with an abandoned dog he takes into his home.,93,Drama,8.1, ,219848, ,Lasse Hallström,Richard Gere
147,2009,47,Dragonball: Evolution,"    The young warrior Son Goku sets out on a quest, racing against time and the vengeful King Piccolo, to collect a set of seven magical orbs that will grant their wielder unlimited power.",85,Action,2.6,45,65300,9.35,James Wong,Justin Chatwin
148,2009,48,The Twilight Saga: New Moon,"    Edward leaves Bella after an attack that nearly claimed her life, and in her depression she falls into yet another paranormal relationship - this time with werewolf Jacob Black.",130,Adventure,4.7,44,246506,296.6,Chris Weitz,Kristen Stewart
149,2009,49,Knowing,    M.I.T. professor John Koestler links a mysterious list of numbers from a time capsule to past and future disasters and sets out to prevent the ultimate catastrophe.,121,Action,6.2,41,207528,79.96,Alex Proyas,Nicolas Cage
150,2009,50,Jennifer's Body,    A newly possessed high school cheerleader turns into a succubus who specializes in killing her male classmates. Can her best friend put an end to the horror?,102,Comedy,5.2,47,105436,16.2,Karyn Kusama,Megan Fox
151,2009,51,The Human Centipede (First Sequence),"    A mad scientist kidnaps and mutilates a trio of tourists in order to reassemble them into a human centipede, created by stitching their mouths to each others' rectums.",92,Horror,4.4,33,67108,0.18,Tom Six,Dieter Laser
152,2009,52,Brothers,    A young man comforts his older brother's wife and children after he goes missing in Afghanistan.,105,Drama,7.1,58,102118,28.5,Jim Sheridan,Jake Gyllenhaal
153,2009,53,The Invention of Lying,"    A comedy set in a world where no one has ever lied, until a writer seizes the opportunity for personal gain.",100,Comedy,6.4,58,106355,18.44,Ricky Gervais,Ricky Gervais
154,2009,54,The Time Traveler's Wife,"    A Chicago librarian has a gene that causes him to involuntarily time travel, creating complications in his marriage.",107,Drama,7.1,47,131592,63.41,Robert Schwentke,Eric Bana
155,2009,55,The Last House on the Left,"    After kidnapping and brutally assaulting two young women, a gang unknowingly finds refuge at a vacation home belonging to the parents of one of the victims: a mother and father who devise an increasingly gruesome series of revenge tactics.",110,Horror,6.6,42,78673,32.72,Dennis Iliadis,Garret Dillahunt
156,2009,56,Triangle,"    A group of friends suffer a yachting accident and take refuge on a cruise drifting on the open sea, but quickly realize they were better off on the upturned yacht",99,Fantasy,6.9, ,88574, ,Christopher Smith,Melissa George
157,2009,57,Monsters vs. Aliens,    A woman transformed into a giant after she is struck by a meteorite on her wedding day becomes part of a team of monsters sent in by the U.S. government to defeat an alien mastermind trying to take over Earth.,94,Animation,6.5,56,134281,198.3,Rob Letterman,Reese Witherspoon
158,2009,58,"I Love You, Man","    Friendless Peter Klaven goes on a series of man-dates to find a Best Man for his wedding. But, when his insta-bond with his new B.F.F. puts a strain on his relationship with his fiancée, can the trio learn to live happily ever after?",105,Comedy,7,70,184506,71.44,John Hamburg,Paul Rudd
159,2009,59,The Imaginarium of Doctor Parnassus,    A traveling theater company gives its audience much more than they were expecting.,123,Adventure,6.8,65,137846,7.69,Terry Gilliam,Christopher Plummer
160,2009,60,An Education,"    A coming-of-age story about a teenage girl in 1960s suburban London, and how her life changes with the arrival of a playboy nearly twice her age.",100,Drama,7.3,85,122554,12.57,Lone Scherfig,Carey Mulligan
161,2009,61,17 Again,    Mike O'Donnell is ungrateful for how his life turned out. He gets a chance to rewrite his life when he tried to save a janitor near a bridge and jumped after him into a time vortex.,102,Comedy,6.4,48,165544,64.17,Burr Steers,Zac Efron
162,2009,62,Ghosts of Girlfriends Past,"    While attending his brother's wedding, a serial womanizer is haunted by the ghosts of his past girlfriends.",100,Comedy,5.8,34,77142,55.25,Mark Waters,Matthew McConaughey
163,2009,63,The Stepfather,"    Michael returns home from military school to find his mother happily in love and living with her new boyfriend. As the two men get to know each other, he becomes more and more suspicious of the man who is always there with a helpful hand.",101,Crime,5.6,33,27676,29.06,Nelson McCormick,Penn Badgley
164,2009,64,Gamer,"    In a future mind-controlling game, death row convicts are forced to battle in a 'Doom'-type environment. Convict Kable, controlled by Simon, a skilled teenage gamer, must survive thirty sessions in order to be set free. Or won't he?",95,Action,5.8,27,124115,20.49,Mark Neveldine,Gerard Butler
165,2009,65,Chloe,"    Suspecting her husband of infidelity, gynecologist Dr. Catherine Stewart hires an escort named Chloe in order to test his faithfulness. Soon, the relationships between all three intensify.",96,Drama,6.3,48,64519,3.07,Atom Egoyan,Julianne Moore
166,2009,66,Case 39,"    A social worker fights to save a girl from her abusive parents, only to discover that the situation is more dangerous than she ever expected.",109,Horror,6.2,25,70535,13.25,Christian Alvart,Renée Zellweger
167,2009,67,The Boondock Saints II: All Saints Day,"    The MacManus brothers are living a quiet life in Ireland with their father, but when they learn that their beloved priest has been killed by mob forces, they go back to Boston to bring justice to those responsible and avenge the priest.",118,Action,6.3,24,58346,10.27,Troy Duffy,Sean Patrick Flanery
168,2009,68,Transformers: Revenge of the Fallen,"    Sam Witwicky leaves the Autobots behind for a normal life. But when his mind is filled with cryptic symbols, the Decepticons target him and he is dragged back into the Transformers' war.",150,Action,6,35,362139,402.1,Michael Bay,Shia LaBeouf
169,2009,69,State of Play,"    When a congressional aide is killed, a Washington D.C. journalist starts investigating the case involving the congressman, his old college friend.",127,Crime,7.1,64,126173,37.02,Kevin Macdonald,Russell Crowe
170,2009,70,Pandorum,"    Two crew members of a spaceship wake up from hypersleep to discover that all their colleagues are missing. Despite this, it appears that they are not alone.",108,Action,6.8,28,135999,10.33,Christian Alvart,Dennis Quaid
171,2009,71,A Single Man,"    An English professor, one year after the sudden death of his boyfriend, is unable to cope with his typical days in 1960s Los Angeles.",99,Drama,7.6,77,98738,9.17,Tom Ford,Colin Firth
172,2009,72,A Serious Man,"    Larry Gopnik, a Midwestern physics teacher, watches his life unravel over multiple sudden incidents. Though seeking meaning and answers amidst his turmoils, he seems to keep sinking.",106,Comedy,7.1,79,120504,9.19,Ethan Coen,Michael Stuhlbarg
173,2009,73,Push,    Two young Americans with special abilities must race to find a girl in Hong Kong before a shadowy government organization called Division does.,111,Action,6.1,36,99904,31.81,Paul McGuigan,Camilla Belle
174,2009,74,Splice,    Genetic engineers Clive Nicoli and Elsa Kast hope to achieve fame by successfully splicing together the DNA of different animals to create new hybrid animals for medical use.,104,Drama,5.7,66,87150,17,Vincenzo Natali,Adrien Brody
175,2009,75,Tanner Hall,"    Tanner Hall is a vivid peek into the private world of an all-girls boarding school. In a cozy, but run-down New England, the knot of adolescent complexity is unraveled through the coming-of-age stories of four teenage girls.",96,Drama,5.9,40,2950,0.01,Francesca Gregorini,Rooney Mara
