	movie	year	runtime	genre	imdb	metascore	votes	gross	director	dr_link	star1	st1_link	star2	st2_link
78	Goosebumps	(2015)	103 min	"
Adventure, Comedy, Family            "	6.3	60	71850	$80.08M	Rob Letterman	/name/nm1224299/?ref_=adv_li_dr_0	Jack Black	/name/nm0085312/?ref_=adv_li_st_0	Dylan Minnette	/name/nm1910255/?ref_=adv_li_st_1
79	No Escape	(I) (2015)	103 min	"
Action, Thriller            "	6.8	38	69577	$27.29M	John Erick Dowdle	/name/nm0235719/?ref_=adv_li_dr_0	Lake Bell	/name/nm1128572/?ref_=adv_li_st_0	Pierce Brosnan	/name/nm0000112/?ref_=adv_li_st_1
80	Pixels	(2015)	105 min	"
Action, Comedy, Sci-Fi            "	5.6	27	118583	$78.75M	Chris Columbus	/name/nm0001060/?ref_=adv_li_dr_0	Adam Sandler	/name/nm0001191/?ref_=adv_li_st_0	Kevin James	/name/nm0416673/?ref_=adv_li_st_1
81	Maze Runner: The Scorch Trials	(2015)	131 min	"
Action, Sci-Fi, Thriller            "	6.3	43	198743	$81.70M	Wes Ball	/name/nm1226871/?ref_=adv_li_dr_0	Dylan O'Brien	/name/nm3729721/?ref_=adv_li_st_0	Kaya Scodelario	/name/nm2546012/?ref_=adv_li_st_1
82	We Are Your Friends	(2015)	96 min	"
Drama, Music, Romance            "	6.2	46	31937	$3.59M	Max Joseph	/name/nm3273000/?ref_=adv_li_dr_0	Zac Efron	/name/nm1374980/?ref_=adv_li_st_0	Wes Bentley	/name/nm0004747/?ref_=adv_li_st_1
83	Sleeping with Other People	(2015)	101 min	"
Comedy, Drama, Romance            "	6.5	64	35733	$0.81M	Leslye Headland	/name/nm2853516/?ref_=adv_li_dr_0	Jason Sudeikis	/name/nm0837177/?ref_=adv_li_st_0	Alison Brie	/name/nm1555340/?ref_=adv_li_st_1
84	Self/less	(2015)	117 min	"
Action, Mystery, Sci-Fi            "	6.5	34	80046	$12.28M	Tarsem Singh	/name/nm0802248/?ref_=adv_li_dr_0	Ryan Reynolds	/name/nm0005351/?ref_=adv_li_st_0	Natalie Martinez	/name/nm2358540/?ref_=adv_li_st_1
85	The Longest Ride	(2015)	123 min	"
Drama, Romance            "	7.1	33	69651	$37.43M	George Tillman Jr.	/name/nm0863387/?ref_=adv_li_dr_0	Scott Eastwood	/name/nm2207222/?ref_=adv_li_st_0	Britt Robertson	/name/nm1429380/?ref_=adv_li_st_1
86	Suffragette	(2015)	106 min	"
Biography, Drama, History            "	6.9	67	33939	$4.69M	Sarah Gavron	/name/nm0310673/?ref_=adv_li_dr_0	Carey Mulligan	/name/nm1659547/?ref_=adv_li_st_0	Anne-Marie Duff	/name/nm0240359/?ref_=adv_li_st_1
87	Howl	(I) (2015)	89 min	"
Action, Fantasy, Horror            "	5.3	NA	9527	NA	Paul Hyett	/name/nm0404931/?ref_=adv_li_dr_0	Ed Speleers	/name/nm1968873/?ref_=adv_li_st_0	Holly Weston	/name/nm1530334/?ref_=adv_li_st_1
88	Black Mass	(2015)	123 min	"
Biography, Crime, Drama            "	6.9	68	154762	$62.58M	Scott Cooper	/name/nm0178376/?ref_=adv_li_dr_0	Johnny Depp	/name/nm0000136/?ref_=adv_li_st_0	Benedict Cumberbatch	/name/nm1212722/?ref_=adv_li_st_1
89	Hardcore Henry	(2015)	96 min	"
Action, Adventure, Sci-Fi            "	6.7	51	76943	$9.25M	Ilya Naishuller	/name/nm5820154/?ref_=adv_li_dr_0	Sharlto Copley	/name/nm1663205/?ref_=adv_li_st_0	Tim Roth	/name/nm0000619/?ref_=adv_li_st_1
90	Eddie the Eagle	(2015)	106 min	"
Biography, Comedy, Drama            "	7.4	54	73901	$15.79M	Dexter Fletcher	/name/nm0002077/?ref_=adv_li_dr_0	Taron Egerton	/name/nm5473782/?ref_=adv_li_st_0	Hugh Jackman	/name/nm0413168/?ref_=adv_li_st_1
91	Child 44	(2015)	137 min	"
Crime, Drama, History            "	6.5	41	58806	$1.21M	Daniel Espinosa	/name/nm1174251/?ref_=adv_li_dr_0	Tom Hardy	/name/nm0362766/?ref_=adv_li_st_0	Gary Oldman	/name/nm0000198/?ref_=adv_li_st_1
92	The Lazarus Effect	(2015)	83 min	"
Horror, Mystery, Sci-Fi            "	5.2	31	37181	$25.80M	David Gelb	/name/nm0312173/?ref_=adv_li_dr_0	Olivia Wilde	/name/nm1312575/?ref_=adv_li_st_0	Mark Duplass	/name/nm0243233/?ref_=adv_li_st_1
93	Get Hard	(2015)	100 min	"
Comedy, Crime            "	6.0	34	110028	$90.41M	Etan Cohen	/name/nm1000113/?ref_=adv_li_dr_0	Will Ferrell	/name/nm0002071/?ref_=adv_li_st_0	Kevin Hart	/name/nm0366389/?ref_=adv_li_st_1
94	Dark Places	(2015)	113 min	"
Action, Drama, Mystery            "	6.2	39	37829	NA	Gilles Paquet-Brenner	/name/nm0660707/?ref_=adv_li_dr_0	Charlize Theron	/name/nm0000234/?ref_=adv_li_st_0	Nicholas Hoult	/name/nm0396558/?ref_=adv_li_st_1
95	Me and Earl and the Dying Girl	(2015)	105 min	"
Comedy, Drama, Romance            "	7.8	74	111484	$6.74M	Alfonso Gomez-Rejon	/name/nm0004234/?ref_=adv_li_dr_0	Thomas Mann	/name/nm3287038/?ref_=adv_li_st_0	RJ Cyler	/name/nm5518972/?ref_=adv_li_st_1
96	Knight of Cups	(2015)	118 min	"
Drama, Romance            "	5.7	53	21974	$0.56M	Terrence Malick	/name/nm0000517/?ref_=adv_li_dr_0	Christian Bale	/name/nm0000288/?ref_=adv_li_st_0	Cate Blanchett	/name/nm0000949/?ref_=adv_li_st_1
97	Beasts of No Nation	(2015)	137 min	"
Drama, War            "	7.8	79	62975	$0.08M	Cary Joji Fukunaga	/name/nm1560977/?ref_=adv_li_dr_0	Abraham Attah	/name/nm6781688/?ref_=adv_li_st_0	Emmanuel Affadzi	/name/nm7636995/?ref_=adv_li_st_1
98	Macbeth	(2015)	113 min	"
Drama, History, War            "	6.6	71	48541	$1.11M	Justin Kurzel	/name/nm2355933/?ref_=adv_li_dr_0	Michael Fassbender	/name/nm1055413/?ref_=adv_li_st_0	Marion Cotillard	/name/nm0182839/?ref_=adv_li_st_1
99	A Bigger Splash	(2015)	125 min	"
Drama, Thriller            "	6.4	74	22873	$1.98M	Luca Guadagnino	/name/nm0345174/?ref_=adv_li_dr_0	Tilda Swinton	/name/nm0842770/?ref_=adv_li_st_0	Matthias Schoenaerts	/name/nm0774386/?ref_=adv_li_st_1
	movie	year	runtime	genre	imdb	metascore	votes	gross	director	dr_link	star1	st1_link	star2	st2_link
0	Suicide Squad	(2016)	123 min	"
Action, Adventure, Fantasy            "	6.1	40	524357	$325.10M	David Ayer	/name/nm0043742/?ref_=adv_li_dr_0	Will Smith	/name/nm0000226/?ref_=adv_li_st_0	Jared Leto	/name/nm0001467/?ref_=adv_li_st_1
1	Split	(IX) (2016)	117 min	"
Horror, Thriller            "	7.3	62	344885	$138.29M	M. Night Shyamalan	/name/nm0796117/?ref_=adv_li_dr_0	James McAvoy	/name/nm0564215/?ref_=adv_li_st_0	Anya Taylor-Joy	/name/nm5896355/?ref_=adv_li_st_1
2	Captain America: Civil War	(2016)	147 min	"
Action, Adventure, Sci-Fi            "	7.8	75	561883	$408.08M	Anthony Russo	/name/nm0751577/?ref_=adv_li_dr_0	Chris Evans	/name/nm0262635/?ref_=adv_li_st_0	Robert Downey Jr.	/name/nm0000375/?ref_=adv_li_st_1
3	Sing	(2016)	108 min	"
Animation, Comedy, Family            "	7.1	59	113744	$270.40M	Garth Jennings	/name/nm1134029/?ref_=adv_li_dr_0	Matthew McConaughey	/name/nm0000190/?ref_=adv_li_st_0	Reese Witherspoon	/name/nm0000702/?ref_=adv_li_st_1
4	Fantastic Beasts and Where to Find Them	(2016)	133 min	"
Adventure, Family, Fantasy            "	7.3	66	359325	$234.04M	David Yates	/name/nm0946734/?ref_=adv_li_dr_0	Eddie Redmayne	/name/nm1519666/?ref_=adv_li_st_0	Katherine Waterston	/name/nm2239702/?ref_=adv_li_st_1
5	X-Men: Apocalypse	(2016)	144 min	"
Action, Adventure, Sci-Fi            "	7.0	52	348109	$155.44M	Bryan Singer	/name/nm0001741/?ref_=adv_li_dr_0	James McAvoy	/name/nm0564215/?ref_=adv_li_st_0	Michael Fassbender	/name/nm1055413/?ref_=adv_li_st_1
6	Passengers	(I) (2016)	116 min	"
Drama, Romance, Sci-Fi            "	7.0	41	305870	$100.01M	Morten Tyldum	/name/nm0878763/?ref_=adv_li_dr_0	Jennifer Lawrence	/name/nm2225369/?ref_=adv_li_st_0	Chris Pratt	/name/nm0695435/?ref_=adv_li_st_1
7	Moana	(I) (2016)	107 min	"
Animation, Adventure, Comedy            "	7.6	81	219974	$248.76M	Ron Clements	/name/nm0166256/?ref_=adv_li_dr_0	Auli'i Cravalho	/name/nm7635388/?ref_=adv_li_st_0	Dwayne Johnson	/name/nm0425005/?ref_=adv_li_st_1
8	Deadpool	(2016)	108 min	"
Action, Adventure, Comedy            "	8.0	65	808018	$363.07M	Tim Miller	/name/nm1783265/?ref_=adv_li_dr_0	Ryan Reynolds	/name/nm0005351/?ref_=adv_li_st_0	Morena Baccarin	/name/nm1072555/?ref_=adv_li_st_1
9	Batman v Superman: Dawn of Justice	(2016)	151 min	"
Action, Adventure, Fantasy            "	6.5	44	569901	$330.36M	Zack Snyder	/name/nm0811583/?ref_=adv_li_dr_0	Ben Affleck	/name/nm0000255/?ref_=adv_li_st_0	Henry Cavill	/name/nm0147147/?ref_=adv_li_st_1
10	Doctor Strange	(2016)	115 min	"
Action, Adventure, Fantasy            "	7.5	72	494394	$232.64M	Scott Derrickson	/name/nm0220600/?ref_=adv_li_dr_0	Benedict Cumberbatch	/name/nm1212722/?ref_=adv_li_st_0	Chiwetel Ejiofor	/name/nm0252230/?ref_=adv_li_st_1
11	Zootopia	(2016)	108 min	"
Animation, Adventure, Comedy            "	8.0	78	377279	$341.27M	Byron Howard	/name/nm0397174/?ref_=adv_li_dr_0	Ginnifer Goodwin	/name/nm0329481/?ref_=adv_li_st_0	Jason Bateman	/name/nm0000867/?ref_=adv_li_st_1
12	Hacksaw Ridge	(2016)	139 min	"
Biography, Drama, History            "	8.1	71	359790	$67.21M	Mel Gibson	/name/nm0000154/?ref_=adv_li_dr_0	Andrew Garfield	/name/nm1940449/?ref_=adv_li_st_0	Sam Worthington	/name/nm0941777/?ref_=adv_li_st_1
13	La La Land	(I) (2016)	128 min	"
Comedy, Drama, Music            "	8.0	93	427933	$151.10M	Damien Chazelle	/name/nm3227090/?ref_=adv_li_dr_0	Ryan Gosling	/name/nm0331516/?ref_=adv_li_st_0	Emma Stone	/name/nm1297015/?ref_=adv_li_st_1
14	Me Before You	(2016)	106 min	"
Drama, Romance            "	7.4	51	169135	$56.25M	Thea Sharrock	/name/nm4824763/?ref_=adv_li_dr_0	Emilia Clarke	/name/nm3592338/?ref_=adv_li_st_0	Sam Claflin	/name/nm3510471/?ref_=adv_li_st_1
15	The Invisible Guest	(2016)	106 min	"
Crime, Mystery, Thriller            "	8.1	NA	80103	NA	Oriol Paulo	/name/nm1079062/?ref_=adv_li_dr_0	Mario Casas	/name/nm1832584/?ref_=adv_li_st_0	Ana Wagener	/name/nm0905676/?ref_=adv_li_st_1
16	Rogue One	(2016)	133 min	"
Action, Adventure, Sci-Fi            "	7.8	65	470264	$532.18M	Gareth Edwards	/name/nm2284484/?ref_=adv_li_dr_0	Felicity Jones	/name/nm0428065/?ref_=adv_li_st_0	Diego Luna	/name/nm0526019/?ref_=adv_li_st_1
17	War Dogs	(2016)	114 min	"
Comedy, Crime, Drama            "	7.1	57	151692	$43.02M	Todd Phillips	/name/nm0680846/?ref_=adv_li_dr_0	Jonah Hill	/name/nm1706767/?ref_=adv_li_st_0	Miles Teller	/name/nm1886602/?ref_=adv_li_st_1
18	Moonlight	(I) (2016)	111 min	"
Drama            "	7.4	99	223521	$27.85M	Barry Jenkins	/name/nm1503575/?ref_=adv_li_dr_0	Mahershala Ali	/name/nm0991810/?ref_=adv_li_st_0	Naomie Harris	/name/nm0365140/?ref_=adv_li_st_1
19	Arrival	(II) (2016)	116 min	"
Drama, Mystery, Sci-Fi            "	7.9	81	505612	$100.55M	Denis Villeneuve	/name/nm0898288/?ref_=adv_li_dr_0	Amy Adams	/name/nm0010736/?ref_=adv_li_st_0	Jeremy Renner	/name/nm0719637/?ref_=adv_li_st_1
20	Independence Day: Resurgence	(2016)	120 min	"
Action, Adventure, Sci-Fi            "	5.2	32	153893	$103.14M	Roland Emmerich	/name/nm0000386/?ref_=adv_li_dr_0	Liam Hemsworth	/name/nm2955013/?ref_=adv_li_st_0	Jeff Goldblum	/name/nm0000156/?ref_=adv_li_st_1
21	Miss Peregrine's Home for Peculiar Children	(2016)	127 min	"
Adventure, Drama, Fantasy            "	6.7	57	139023	$87.24M	Tim Burton	/name/nm0000318/?ref_=adv_li_dr_0	Eva Green	/name/nm1200692/?ref_=adv_li_st_0	Asa Butterfield	/name/nm2633535/?ref_=adv_li_st_1
22	The Jungle Book	(2016)	106 min	"
Adventure, Drama, Family            "	7.4	77	238844	$364.00M	Jon Favreau	/name/nm0269463/?ref_=adv_li_dr_0	Neel Sethi	/name/nm5888481/?ref_=adv_li_st_0	Bill Murray	/name/nm0000195/?ref_=adv_li_st_1
23	The Edge of Seventeen	(2016)	104 min	"
Comedy, Drama            "	7.4	77	85464	$14.26M	Kelly Fremon Craig	/name/nm2609807/?ref_=adv_li_dr_0	Hailee Steinfeld	/name/nm2794962/?ref_=adv_li_st_0	Haley Lu Richardson	/name/nm4726634/?ref_=adv_li_st_1
24	Gods of Egypt	(2016)	127 min	"
Action, Adventure, Fantasy            "	5.4	25	93843	$31.15M	Alex Proyas	/name/nm0001639/?ref_=adv_li_dr_0	Brenton Thwaites	/name/nm4154798/?ref_=adv_li_st_0	Nikolaj Coster-Waldau	/name/nm0182666/?ref_=adv_li_st_1
25	Snowden	(2016)	134 min	"
Biography, Drama, Thriller            "	7.3	58	117246	$21.59M	Oliver Stone	/name/nm0000231/?ref_=adv_li_dr_0	Joseph Gordon-Levitt	/name/nm0330687/?ref_=adv_li_st_0	Shailene Woodley	/name/nm0940362/?ref_=adv_li_st_1
26	A Cure for Wellness	(2016)	146 min	"
Drama, Fantasy, Horror            "	6.4	47	69512	$8.11M	Gore Verbinski	/name/nm0893659/?ref_=adv_li_dr_0	Dane DeHaan	/name/nm2851530/?ref_=adv_li_st_0	Jason Isaacs	/name/nm0005042/?ref_=adv_li_st_1
27	Hidden Figures	(2016)	127 min	"
Biography, Drama, History            "	7.8	74	168356	$169.61M	Theodore Melfi	/name/nm0577647/?ref_=adv_li_dr_0	Taraji P. Henson	/name/nm0378245/?ref_=adv_li_st_0	Octavia Spencer	/name/nm0818055/?ref_=adv_li_st_1
28	Why Him?	(2016)	111 min	"
Comedy            "	6.2	39	88437	$60.27M	John Hamburg	/name/nm0357453/?ref_=adv_li_dr_0	Zoey Deutch	/name/nm3614913/?ref_=adv_li_st_0	James Franco	/name/nm0290556/?ref_=adv_li_st_1
29	The Conjuring 2	(2016)	134 min	"
Drama, Horror, Mystery            "	7.4	65	190589	$102.47M	James Wan	/name/nm1490123/?ref_=adv_li_dr_0	Vera Farmiga	/name/nm0267812/?ref_=adv_li_st_0	Patrick Wilson	/name/nm0933940/?ref_=adv_li_st_1
30	Nocturnal Animals	(2016)	116 min	"
Drama, Thriller            "	7.5	67	202383	$10.64M	Tom Ford	/name/nm1053530/?ref_=adv_li_dr_0	Amy Adams	/name/nm0010736/?ref_=adv_li_st_0	Jake Gyllenhaal	/name/nm0350453/?ref_=adv_li_st_1
31	Hell or High Water	(II) (2016)	102 min	"
Action, Crime, Drama            "	7.6	88	173202	$26.86M	David Mackenzie	/name/nm0533284/?ref_=adv_li_dr_0	Chris Pine	/name/nm1517976/?ref_=adv_li_st_0	Ben Foster	/name/nm0004936/?ref_=adv_li_st_1
32	The Secret Life of Pets	(2016)	87 min	"
Animation, Adventure, Comedy            "	6.5	61	158995	$368.38M	Chris Renaud	/name/nm0719208/?ref_=adv_li_dr_0	Louis C.K.	/name/nm0127373/?ref_=adv_li_st_0	Eric Stonestreet	/name/nm0832314/?ref_=adv_li_st_1
33	Lion	(2016)	118 min	"
Biography, Drama            "	8.1	69	178777	$51.74M	Garth Davis	/name/nm0204628/?ref_=adv_li_dr_0	Dev Patel	/name/nm2353862/?ref_=adv_li_st_0	Nicole Kidman	/name/nm0000173/?ref_=adv_li_st_1
34	The Girl on the Train	(2016)	112 min	"
Crime, Drama, Mystery            "	6.5	48	148766	$75.40M	Tate Taylor	/name/nm0853238/?ref_=adv_li_dr_0	Emily Blunt	/name/nm1289434/?ref_=adv_li_st_0	Haley Bennett	/name/nm2247245/?ref_=adv_li_st_1
35	The 5th Wave	(2016)	112 min	"
Action, Adventure, Drama            "	5.2	33	89872	$34.91M	J Blakeson	/name/nm2128335/?ref_=adv_li_dr_0	Chloë Grace Moretz	/name/nm1631269/?ref_=adv_li_st_0	Matthew Zuk	/name/nm2832703/?ref_=adv_li_st_1
36	The Magnificent Seven	(2016)	132 min	"
Action, Adventure, Western            "	6.9	54	166736	$93.43M	Antoine Fuqua	/name/nm0298807/?ref_=adv_li_dr_0	Denzel Washington	/name/nm0000243/?ref_=adv_li_st_0	Chris Pratt	/name/nm0695435/?ref_=adv_li_st_1
37	The Founder	(2016)	115 min	"
Biography, Drama, History            "	7.2	66	95529	$12.79M	John Lee Hancock	/name/nm0359387/?ref_=adv_li_dr_0	Michael Keaton	/name/nm0000474/?ref_=adv_li_st_0	Nick Offerman	/name/nm0644406/?ref_=adv_li_st_1
38	Star Trek Beyond	(2016)	122 min	"
Action, Adventure, Sci-Fi            "	7.1	68	207740	$158.85M	Justin Lin	/name/nm0510912/?ref_=adv_li_dr_0	Chris Pine	/name/nm1517976/?ref_=adv_li_st_0	Zachary Quinto	/name/nm0704270/?ref_=adv_li_st_1
39	Pride and Prejudice and Zombies	(2016)	108 min	"
Action, Horror, Romance            "	5.8	45	45624	$10.91M	Burr Steers	/name/nm0824882/?ref_=adv_li_dr_0	Lily James	/name/nm4141252/?ref_=adv_li_st_0	Sam Riley	/name/nm0727165/?ref_=adv_li_st_1
40	Warcraft	(2016)	123 min	"
Action, Adventure, Fantasy            "	6.9	32	223474	$47.37M	Duncan Jones	/name/nm1512910/?ref_=adv_li_dr_0	Travis Fimmel	/name/nm1379938/?ref_=adv_li_st_0	Paula Patton	/name/nm1745736/?ref_=adv_li_st_1
41	Your Name.	(2016)	106 min	"
Animation, Drama, Fantasy            "	8.4	79	128372	$5.02M	Makoto Shinkai	/name/nm1396121/?ref_=adv_li_dr_0	Ryûnosuke Kamiki	/name/nm1126340/?ref_=adv_li_st_0	Mone Kamishiraishi	/name/nm4759838/?ref_=adv_li_st_1
42	The Handmaiden	(2016)	145 min	"
Drama, Romance, Thriller            "	8.1	84	76231	$2.01M	Chan-wook Park	/name/nm0661791/?ref_=adv_li_dr_0	Min-hee Kim	/name/nm1195119/?ref_=adv_li_st_0	Jung-woo Ha	/name/nm1978402/?ref_=adv_li_st_1
43	Don't Breathe	(2016)	88 min	"
Crime, Horror, Thriller            "	7.1	71	183541	$89.22M	Fede Alvarez	/name/nm1793079/?ref_=adv_li_dr_0	Stephen Lang	/name/nm0002332/?ref_=adv_li_st_0	Jane Levy	/name/nm3994408/?ref_=adv_li_st_1
44	Underworld: Blood Wars	(2016)	91 min	"
Action, Adventure, Fantasy            "	5.8	23	62109	$30.35M	Anna Foerster	/name/nm0283816/?ref_=adv_li_dr_0	Kate Beckinsale	/name/nm0000295/?ref_=adv_li_st_0	Theo James	/name/nm3772243/?ref_=adv_li_st_1
45	The Huntsman: Winter's War	(2016)	114 min	"
Action, Adventure, Drama            "	6.1	35	86529	$48.39M	Cedric Nicolas-Troyan	/name/nm1031639/?ref_=adv_li_dr_0	Chris Hemsworth	/name/nm1165110/?ref_=adv_li_st_0	Jessica Chastain	/name/nm1567113/?ref_=adv_li_st_1
46	Now You See Me 2	(2016)	129 min	"
Action, Adventure, Comedy            "	6.5	46	212112	$65.08M	Jon M. Chu	/name/nm0160840/?ref_=adv_li_dr_0	Jesse Eisenberg	/name/nm0251986/?ref_=adv_li_st_0	Mark Ruffalo	/name/nm0749263/?ref_=adv_li_st_1
47	Bad Moms	(2016)	100 min	"
Comedy            "	6.2	60	99638	$113.26M	Jon Lucas	/name/nm0524190/?ref_=adv_li_dr_0	Mila Kunis	/name/nm0005109/?ref_=adv_li_st_0	Kathryn Hahn	/name/nm1063517/?ref_=adv_li_st_1
48	13 Hours	(2016)	144 min	"
Action, Drama, History            "	7.3	48	102256	$52.85M	Michael Bay	/name/nm0000881/?ref_=adv_li_dr_0	John Krasinski	/name/nm1024677/?ref_=adv_li_st_0	Pablo Schreiber	/name/nm1032567/?ref_=adv_li_st_1
49	Terrifier	(2016)	82 min	"
Horror, Thriller            "	5.6	NA	8010	NA	Damien Leone	/name/nm2093171/?ref_=adv_li_dr_0	Jenna Kanell	/name/nm3957052/?ref_=adv_li_st_0	Samantha Scaffidi	/name/nm5394181/?ref_=adv_li_st_1
50	Lights Out	(II) (2016)	81 min	"
Drama, Horror, Mystery            "	6.3	58	98916	$67.27M	David F. Sandberg	/name/nm2497546/?ref_=adv_li_dr_0	Teresa Palmer	/name/nm1954240/?ref_=adv_li_st_0	Gabriel Bateman	/name/nm5145655/?ref_=adv_li_st_1
51	The Nice Guys	(2016)	116 min	"
Action, Comedy, Crime            "	7.4	70	236514	$36.26M	Shane Black	/name/nm0000948/?ref_=adv_li_dr_0	Russell Crowe	/name/nm0000128/?ref_=adv_li_st_0	Ryan Gosling	/name/nm0331516/?ref_=adv_li_st_1
52	The Neon Demon	(2016)	117 min	"
Horror, Thriller            "	6.2	51	71275	$1.33M	Nicolas Winding Refn	/name/nm0716347/?ref_=adv_li_dr_0	Elle Fanning	/name/nm1102577/?ref_=adv_li_st_0	Christina Hendricks	/name/nm0376716/?ref_=adv_li_st_1
53	Ghostbusters	(2016)	116 min	"
Action, Comedy, Fantasy            "	5.2	60	184988	$128.34M	Paul Feig	/name/nm0082450/?ref_=adv_li_dr_0	Melissa McCarthy	/name/nm0565250/?ref_=adv_li_st_0	Kristen Wiig	/name/nm1325419/?ref_=adv_li_st_1
54	Manchester by the Sea	(2016)	137 min	"
Drama            "	7.8	96	211559	$47.70M	Kenneth Lonergan	/name/nm0518836/?ref_=adv_li_dr_0	Casey Affleck	/name/nm0000729/?ref_=adv_li_st_0	Michelle Williams	/name/nm0931329/?ref_=adv_li_st_1
55	The Autopsy of Jane Doe	(2016)	86 min	"
Horror, Mystery, Thriller            "	6.8	65	73989	NA	André Øvredal	/name/nm0004217/?ref_=adv_li_dr_0	Brian Cox	/name/nm0004051/?ref_=adv_li_st_0	Emile Hirsch	/name/nm0386472/?ref_=adv_li_st_1
56	Captain Fantastic	(2016)	118 min	"
Comedy, Drama            "	7.9	72	156665	$5.88M	Matt Ross	/name/nm0743671/?ref_=adv_li_dr_0	Viggo Mortensen	/name/nm0001557/?ref_=adv_li_st_0	George MacKay	/name/nm1126657/?ref_=adv_li_st_1
57	Paterson	(2016)	118 min	"
Comedy, Drama, Romance            "	7.4	90	53990	$2.14M	Jim Jarmusch	/name/nm0000464/?ref_=adv_li_dr_0	Adam Driver	/name/nm3485845/?ref_=adv_li_st_0	Golshifteh Farahani	/name/nm0267042/?ref_=adv_li_st_1
58	Below Her Mouth	(2016)	94 min	"
Drama, Romance            "	5.5	42	7301	NA	April Mullen	/name/nm0611983/?ref_=adv_li_dr_0	Erika Linder	/name/nm7621162/?ref_=adv_li_st_0	Natalie Krill	/name/nm2087783/?ref_=adv_li_st_1
59	The Accountant	(2016)	128 min	"
Action, Crime, Drama            "	7.3	51	230617	$86.26M	Gavin O'Connor	/name/nm0640334/?ref_=adv_li_dr_0	Ben Affleck	/name/nm0000255/?ref_=adv_li_st_0	Anna Kendrick	/name/nm0447695/?ref_=adv_li_st_1
60	Silence	(I) (2016)	161 min	"
Adventure, Drama, History            "	7.2	79	83913	$7.08M	Martin Scorsese	/name/nm0000217/?ref_=adv_li_dr_0	Andrew Garfield	/name/nm1940449/?ref_=adv_li_st_0	Adam Driver	/name/nm3485845/?ref_=adv_li_st_1
61	The Bad Batch	(2016)	118 min	"
Drama, Horror, Romance            "	5.3	62	20146	$0.18M	Ana Lily Amirpour	/name/nm3235877/?ref_=adv_li_dr_0	Suki Waterhouse	/name/nm4025229/?ref_=adv_li_st_0	Jason Momoa	/name/nm0597388/?ref_=adv_li_st_1
62	Jack Reacher: Never Go Back	(2016)	118 min	"
Action, Thriller            "	6.1	47	119885	$58.70M	Edward Zwick	/name/nm0001880/?ref_=adv_li_dr_0	Tom Cruise	/name/nm0000129/?ref_=adv_li_st_0	Cobie Smulders	/name/nm1130627/?ref_=adv_li_st_1
63	The Legend of Tarzan	(2016)	110 min	"
Action, Adventure, Drama            "	6.3	44	148479	$126.64M	David Yates	/name/nm0946734/?ref_=adv_li_dr_0	Alexander Skarsgård	/name/nm0002907/?ref_=adv_li_st_0	Rory J. Saper	/name/nm4920741/?ref_=adv_li_st_1
64	Jason Bourne	(2016)	123 min	"
Action, Thriller            "	6.6	58	188632	$162.43M	Paul Greengrass	/name/nm0339030/?ref_=adv_li_dr_0	Matt Damon	/name/nm0000354/?ref_=adv_li_st_0	Tommy Lee Jones	/name/nm0000169/?ref_=adv_li_st_1
65	Mother's Day	(I) (2016)	118 min	"
Comedy, Drama, Romance            "	5.7	18	28234	$32.46M	Garry Marshall	/name/nm0005190/?ref_=adv_li_dr_0	Jennifer Aniston	/name/nm0000098/?ref_=adv_li_st_0	Kate Hudson	/name/nm0005028/?ref_=adv_li_st_1
66	Keanu	(2016)	100 min	"
Action, Comedy, Crime            "	6.3	63	40990	$20.57M	Peter Atencio	/name/nm1534595/?ref_=adv_li_dr_0	Keegan-Michael Key	/name/nm1221047/?ref_=adv_li_st_0	Jordan Peele	/name/nm1443502/?ref_=adv_li_st_1
67	Trolls	(2016)	92 min	"
Animation, Adventure, Comedy            "	6.5	56	62520	$153.71M	Mike Mitchell	/name/nm0593610/?ref_=adv_li_dr_0	Anna Kendrick	/name/nm0447695/?ref_=adv_li_st_0	Justin Timberlake	/name/nm0005493/?ref_=adv_li_st_1
68	Triple 9	(2016)	115 min	"
Crime, Thriller            "	6.3	52	59713	$12.63M	John Hillcoat	/name/nm0384825/?ref_=adv_li_dr_0	Casey Affleck	/name/nm0000729/?ref_=adv_li_st_0	Chiwetel Ejiofor	/name/nm0252230/?ref_=adv_li_st_1
69	Masterminds	(I) (2016)	95 min	"
Action, Comedy, Crime            "	5.8	47	44496	$17.36M	Jared Hess	/name/nm0381478/?ref_=adv_li_dr_0	Zach Galifianakis	/name/nm0302108/?ref_=adv_li_st_0	Kristen Wiig	/name/nm1325419/?ref_=adv_li_st_1
70	The Boy	(2016)	97 min	"
Horror, Mystery, Thriller            "	6.0	42	67991	$35.79M	William Brent Bell	/name/nm0068587/?ref_=adv_li_dr_0	Lauren Cohan	/name/nm1659348/?ref_=adv_li_st_0	Rupert Evans	/name/nm1140344/?ref_=adv_li_st_1
71	Hush	(I) (2016)	82 min	"
Horror, Thriller            "	6.6	67	77146	NA	Mike Flanagan	/name/nm1093039/?ref_=adv_li_dr_0	John Gallagher Jr.	/name/nm0302330/?ref_=adv_li_st_0	Kate Siegel	/name/nm2318089/?ref_=adv_li_st_1
